"Log Number",Description,"Supplement Indicator",Institution,"Fiscal Year",Program,"Federal Funds","Funding Office",City,State
NG-03-08-0209-08,"With the Spreading the Word project, the Torres Martinez Desert Cahuilla Indians, will continue their very active programming in the Education/Library Center with a Native Literature Reading Skills program that will integrate Indian literature into the Accelerated Reader program for afterschool enrichment. The library will also implement Saturday Cultural Reading workshops and an Adult Noontime Reading Hour. Cultural experts from the community will conduct many of these activities. A Spring Vacation Science Camp promises to provide education and entertainment for Torres Martinez’s children. In addition, a cataloging team will be hired to complete the automation of the library’s collection for online access.",0,"Torres-Martinez Desert Cahuilla Tribe",2008,"Native American Library Services: Enhancement Grants",$130130,"Office of Library Services",Thermal,CA
NG-03-08-0222-08,"The Miami Tribe of Oklahoma will use its grant to continue two successful projects and add new initiatives in response to community needs. Project staff will continue an oral history project that is documenting the ways in which local tribal leadership have worked together over the years. They will also enhance the multi-tribe library consortium known as the CHARLIE Network by adding library automation software and providing a circuit-rider librarian. New initiatives include providing access to genealogical information through databases and resource materials; starting an online book club for Miami tribal members nationwide focusing on Miami themes; producing calendars highlighting the CHARLIE libraries to increase community awareness of their services; implementing a summer reading program in collaboration with the Leonard Learning Center; and producing a self-published booklet of Miami poetry to be used at the tribe’s summer Miami Language Camp as a model for students to express themselves in the Miami language.",0,"Miami Tribe of Oklahoma",2008,"Native American Library Services: Enhancement Grants",$149962,"Office of Library Services",Miami,OK
NG-03-08-0221-08,"After its successful efforts to improve high school graduation rates, the Tuolumne Band of Me-Wuk Indians is ready to expand its library from a K-12 focus to serve all community members with a broad range of materials. Space within the education building will be transformed to facilitate this expanded function. A contract librarian will be hired to organize and automate the existing collection, add new materials, and train local staff in the ongoing operation of a full-fledged public library. Expanded hours, computers with Internet access, and new furnishings will create a welcoming environment for the public at large and also for tribal members pursuing advanced training in order to assume tribal leadership roles in the future.",0,"Tuolumne Band of Me-Wuk Indians",2008,"Native American Library Services: Enhancement Grants",$149992,"Office of Library Services",Tuolumne,CA
NG-03-08-0231-08,"The Yerington Paiute Tribe, Yerington, NV, will use their grant to strengthen the tribal library’s outreach programs and services in response to community needs. A Learning Center Coordinator will be hired to implement programming in which tribal elders and community experts will give hands-on presentations centered on cultural aspects of the Yerington Paiute Tribe. With new computer equipment and upgraded Internet connectivity, project staff will train community members in computer and information literacy. A job developer will conduct workshops to teach unemployed community members skills needed to write a resume, find job opportunities, and interview successfully. In addition, the Learning Center will coordinate with the local library system and schools to deliver comprehensive tutoring support for students in need of assistance.",0,"Yerington Paiute Tribe",2008,"Native American Library Services: Enhancement Grants",$145762,"Office of Library Services",Yerington,NV
NG-03-08-0220-08,"The Ely Shoshone Tribe of Nevada will use its grant to expand the tribal library’s collections and purchase library automation software to catalog and organize materials, providing easy access for the public. With a recent donation of computer equipment, the library will be able to hire a trainer under this grant to offer community members in-depth instruction on word processing, spreadsheet, and graphics software programs that will help improve school and work performance. Project staff will establish partnerships with local libraries to maximize resource sharing in this rural area.",0,"Ely Shoshone Tribe",2008,"Native American Library Services: Enhancement Grants",$71587,"Office of Library Services",Ely,NV
NG-03-08-0215-08,"Ysleta del Sur Pueblo of Texas will implement the T-Life program (Technology Library Innovations for Education) by integrating the Tigua/IBM Achievement Center into the Tribal Empowerment Program, which is a recent consolidation of the Tigua Indian Training and Employment Program and the Ysleta del Sur Pueblo Education/Library Center. This project will take the library center a step further by integrating technology at all levels in order to increase its youth enrichment, college/vocational prep, and adult personal development services.  The grant will support a new position of technology coordinator who will be responsible for implementing and monitoring computer activities and programs for all ages in the library and computer classroom.",0,"Ysleta Del Sur Pueblo",2008,"Native American Library Services: Enhancement Grants",$127923,"Office of Library Services","El Paso",TX
NG-03-08-0208-08,"The Bear River Band of the Rohnerville Rancheria, in response to a recent community survey and assessment, will meet the information needs of the tribe by hiring a library consultant to catalog and automate the existing collection and train current and new local staff in the ongoing operation of the library. Collection development will be carried out in collaboration with tribal departments and community members, developing increased interest in, and commitment to, the library. With new computer workstations, extended hours, and a library Web site providing access to materials in-house and online, the project will fulfill the needs voiced by the community.",0,"Bear River Band of Rohnerville Rancheria",2008,"Native American Library Services: Enhancement Grants",$135571,"Office of Library Services",Loleta,CA
NG-03-08-0204-08,"The Pueblo of Santa Clara Community Library will implement an initiative focused on early childhood reading readiness. The library staff received training through a current Pueblo of Pojoaque Enhancement Grant to implement the Every Child Ready to Read Program. They will adapt this program to their own community and teach parents and other caregivers how to help their children become successful readers and learners. They will also build on the intergenerational elder/child activities of the Tewa Language Program by integrating it with the Relatives as Parents Program, which works with grandparents serving as surrogate parents. A series of storytelling programs featuring traditional Tewa stories appropriate for the season and tales from other cultures using puppetry, music, and drama will entertain and educate Santa Clara children.",0,"Santa Clara Pueblo",2008,"Native American Library Services: Enhancement Grants",$75000,"Office of Library Services",Espanola,NM
NG-03-08-0234-08,"The Jemez Community Library in the Pueblo of Jemez will provide a wide variety of activities geared to school success and lifelong learning, including afterschool tutoring for every grade level, computer literacy classes for all ages, Family Literacy Nights for parents and children to read together, traditional arts classes, and story sessions conducted in the Towa language. Through the Jemez Library Consortium, the project staff will train early childhood education teachers about the Raising Early Readers program and will offer Parents Nights focused on parenting skills and child development. Video gaming will be available for older youth; jobseekers will have Internet resources for their job searches; and students will be able to take advantage of distance learning opportunities.",0,"Pueblo of Jemez",2008,"Native American Library Services: Enhancement Grants",$143262,"Office of Library Services","Jemez Pueblo",NM
NG-03-08-0225-08,"On behalf of the Sealaska Corporation, the Sealaska Heritage Institute will pursue Project Ka-li-gaas’. The Tlingit phrase Ka-li-gaas’ captures the idea of moving upward. Project Ka-li-gaas' seeks to move upward and raise the effectiveness of the Sealaska library in two ways. First, it will implement an online archival catalog that will provide online finding aids of all the Library's archival and ethnographic collections. Second, the project will begin the process of creating an online catalog of Sealaska's book collection by joining the CCLIC (Capital Cities Library Information Center), a catalog that is shared by the Juneau Public Library, the Alaska State Library, the University of Alaska/Southeast, and other libraries in the Juneau City and Borough area.",0,"Sealaska Corporation",2008,"Native American Library Services: Enhancement Grants",$148375,"Office of Library Services",Juneau,AK
NG-03-07-0251-07,,0,"Lower Elwha Klallam Tribe",2007,"Native American Library Services: Enhancement Grants",$72467,"Office of Library Services","Port Angeles",WA
NG-03-07-0271-07,,0,"Pueblo of Pojoaque",2007,"Native American Library Services: Enhancement Grants",$120641,"Office of Library Services","Santa Fe",NM
NG-03-07-0281-07,,0,"Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin",2007,"Native American Library Services: Enhancement Grants",$149931,"Office of Library Services",Hayward,WI
NG-03-07-0289-07,,0,"Organized Village of Kasaan (IRA)",2007,"Native American Library Services: Enhancement Grants",$122634,"Office of Library Services",Ketchikan,AK
NG-03-07-0248-07,,0,"Chilkat Indian Village",2007,"Native American Library Services: Enhancement Grants",$149933,"Office of Library Services",Haines,AK
NG-03-07-0259-07,,0,"Spokane Tribe of Indians",2007,"Native American Library Services: Enhancement Grants",$144658,"Office of Library Services",Wellpinit,WA
NG-03-07-0245-07,,0,"Sealaska Corporation",2007,"Native American Library Services: Enhancement Grants",$75164,"Office of Library Services",Juneau,AK
NG-03-07-0239-07,,0,"Chilkoot Indian Association",2007,"Native American Library Services: Enhancement Grants",$149970,"Office of Library Services",Haines,AK
NG-03-07-0280-07,,0,"Chippewa Cree Tribe",2007,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Box Elder",MT
NG-03-07-0283-07,,0,"White Mountain Apache Tribe",2007,"Native American Library Services: Enhancement Grants",$75000,"Office of Library Services",Whiteriver,AZ
NG-03-07-0274-07,,0,"Arctic Slope Regional Corporation",2007,"Native American Library Services: Enhancement Grants",$119886,"Office of Library Services",Anchorage,AK
NG-03-07-0290-07,,0,"Pascua Yaqui Tribe of Arizona",2007,"Native American Library Services: Enhancement Grants",$141700,"Office of Library Services",Tucson,AZ
NG-03-07-0278-07,,0,"Spirit Lake Nation",2007,"Native American Library Services: Enhancement Grants",$145222,"Office of Library Services","Fort Totten",ND
NG-03-07-0275-07,,0,"Hopi Tribe",2007,"Native American Library Services: Enhancement Grants",$136094,"Office of Library Services",Kykotsmovi,AZ
NG-03-06-0242-06,,0,"Sitka Tribe of Alaska (IRA)",2006,"Native American Library Services: Enhancement Grants",$132616,"Office of Library Services",Sitka,AK
NG-03-06-0271-06,,0,"Crow Tribe of Indians",2006,"Native American Library Services: Enhancement Grants",$149572,"Office of Library Services","Crow Agency",MT
NG-03-06-0266-06,,0,"Winnebago Tribe of Nebraska",2006,"Native American Library Services: Enhancement Grants",$129180,"Office of Library Services",Winnebago,NE
NG-03-06-0272-06,,0,"Fallon Paiute-Shoshone Tribe",2006,"Native American Library Services: Enhancement Grants",$75000,"Office of Library Services",Fallon,NV
NG-03-06-0249-06,,0,"Poarch Band of Creek Indians",2006,"Native American Library Services: Enhancement Grants",$72325,"Office of Library Services",Atmore,AL
NG-03-06-0270-06,,0,"Tohono O'odham Nation",2006,"Native American Library Services: Enhancement Grants",$128227,"Office of Library Services",Sells,AZ
NG-03-06-0237-06,,0,"Fort Belknap Indian Community",2006,"Native American Library Services: Enhancement Grants",$149525,"Office of Library Services",Harlem,MT
NG-03-06-0254-06,,0,"Blackfeet Tribe",2006,"Native American Library Services: Enhancement Grants",$116657,"Office of Library Services",Browning,MT
NG-03-06-0250-06,,0,"Miami Tribe of Oklahoma",2006,"Native American Library Services: Enhancement Grants",$149883,"Office of Library Services",Miami,OK
NG-03-06-0253-06,,0,"Pueblo of Jemez",2006,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Jemez Pueblo",NM
NG-03-06-0251-06,,0,"Arctic Slope Regional Corporation",2006,"Native American Library Services: Enhancement Grants",$118380,"Office of Library Services",Anchorage,AK
NG-03-06-0284-06,,0,"Santa Clara Pueblo",2006,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services",Espanola,NM
NG-03-06-0256-06,,0,"Nooksack Indian Tribe",2006,"Native American Library Services: Enhancement Grants",$74899,"Office of Library Services",Deming,WA
NG-03-06-0258-06,,0,"Confederated Salish and Kootenai Tribes",2006,"Native American Library Services: Enhancement Grants",$110036,"Office of Library Services",Pablo,MT
NG-03-06-0261-06,,0,"Lummi Nation",2006,"Native American Library Services: Enhancement Grants",$75000,"Office of Library Services",Bellingham,WA
NG-03-05-0242-05,"The Sealaska Heritage Institute will digitize and make available online and on CD several recently acquired collections relating to the twentieth-century history of southeast Alaska natives. Among the materials to be digitized are collections from the Alaska Native Brotherhood/Sisterhood, an organization that was seminal in native land claims cases, Alaska Native Claims Settlement Act legislation, and the formation of native corporations.",0,"Sealaska Corporation",2005,"Native American Library Services: Enhancement Grants",$140606,"Office of Library Services",Juneau,AK
NG-03-05-0277-05,"During this project, selected local and regional historical videotapes from the past 30 years will be transferred to DVD and made available to the public in a new Media Viewing Room in the Sinte Gleske University (SGU) Library. Families will be encouraged to document and ""remember themselves"" and their recent ancestors for future generations through the SGU Library family photo history project and a young adult-initiated oral history project. Cultural film and book discussion groups will meet for intergenerational sessions. Outreach librarians will offer information literacy workshops in reservation communities. And, books, journals, and electronic databases will be expanded and updated, while software enhancement maximizes the use of the Library's electronic resources collection.",0,"Rosebud Sioux Tribe",2005,"Native American Library Services: Enhancement Grants",$149600,"Office of Library Services",Rosebud,SD
NG-03-05-0240-05,"The Native Village of Afognak's Alutiiq Heritage Library Project will enhance its Alutiiq collection, create an automated catalog, and link to five local libraries and museums for increased access to this unique resource. The goal is to transform the Alutiiq Heritage Library into a well-known and well-used regional source on Alutiiq culture, accessible to tribal members, patrons of other institutions, scholars, researchers, and students.",0,"Native Village of Afognak",2005,"Native American Library Services: Enhancement Grants",$107934,"Office of Library Services",Kodiak,AK
NG-03-05-0271-05,"This project will implement an automated library catalog, establish an archive of important tribal material, and increase the number of programs at the library. An archive room will be established to house original Luiseno/Pauma materials. This special collection of documents pertaining to land use, water rights, archeology, culture, and history will be inventoried and digitized during the project. Current programs such as multimedia and Internet classes will continue, and new collaborative programs, including health awareness, personal finance, and special children's programs, will be developed.",0,"Pauma Band of Mission Indians",2005,"Native American Library Services: Enhancement Grants",$142097,"Office of Library Services","Pauma Valley",CA
NG-03-05-0254-05,"The Saginaw Chippewa Indian Tribe of Michigan will create an extension of its Tribal Library services at the Tribal College Learning Resource Center Library.   Under the management of the Tribal Library and the direction of a project team consisting of tribal and college staff, the Tribal College Library satellite site will include a computer lab with Internet access, audiovisual equipment, new furnishings, library materials ranging from reference to cultural, and leisure reading materials that will meet the needs of the Tribal College and the community at large.",0,"Saginaw Chippewa Indian Tribe",2005,"Native American Library Services: Enhancement Grants",$119810,"Office of Library Services","Mount Pleasant",MI
NG-03-05-0249-05,"Mazinaaigan Waakaaigan, the Red Cliff Public Library, will establish a stronger and more involved staff and board through staff development and board training; will review and update its long-term strategic plan though a series of planning sessions with the goal of meeting state library standards; and will continue to strengthen ongoing collaborations with other tribal departments.",0,"Red Cliff Band of Lake Superior Chippewa",2005,"Native American Library Services: Enhancement Grants",$35273,"Office of Library Services",Bayfield,WI
NG-03-05-0256-05,"In partnership with Montana State University-Bozeman, this project will assemble and microfilm the complete run of the newspaper record for the Fort Peck Tribes, the Wotanin Wowapi, (1969 to the present).  New microfilm reader/printers will allow the community to pursue historical and genealogical research using the newspaper as a resource. Other project activities include expanding the children's summer reading program and adding a security system to decrease the loss of library materials.",0,"Fort Peck Assiniboine and Sioux Tribes",2005,"Native American Library Services: Enhancement Grants",$134015,"Office of Library Services",Poplar,MT
NG-03-05-0262-05,"This project will provide a full-time librarian who will develop resources and programs to draw more tribal members into the library. The installation of a half-mile of Internet cable will allow the library to offer high-speed access. Students will be trained to teach community members in an intergenerational computer literacy skills program. Through e-mail accounts at the library and Internet training, tribal members will be able to communicate with tribal leadership, service providers, teachers, and potential employers, as well as friends and family.",0,"Grand Traverse Band of Ottawa and Chippewa Indians",2005,"Native American Library Services: Enhancement Grants",$148948,"Office of Library Services",Peshawbestown,MI
NG-03-05-0244-05,"In anticipation of the new Lac Courte Oreilles Ojibwa College Community Library, this project will ensure enhanced library services through increased collection development, installation of a new computer network, and new furnishings. Baby kits with Ojibwe terminology, an annotated community photograph collection, and genealogy workshops will increase patron interest in library resources. Outreach services to the Head Start and domestic abuse shelter, the elderly, the homebound, and home schoolers will continue.",0,"Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin",2005,"Native American Library Services: Enhancement Grants",$149183,"Office of Library Services",Hayward,WI
NG-03-05-0247-05,"The Chilkat Indian Village and Klukwan School are collaborating on the Klukwan Library Revitalization Project to develop a fully functioning library that serves both students and community members. The project will encompass a broad spectrum of activities, including increasing resources, creating an automated catalog, and providing training in the use of services. Providing access to resources, including an up-to-date collection, the Internet, and specialized Tlingit language and history materials, will enhance the quality of life for village residents.",0,"Chilkat Indian Village",2005,"Native American Library Services: Enhancement Grants",$146692,"Office of Library Services",Haines,AK
NG-03-05-0265-05,"The Ft. Berthold Library at the Ft. Berthold Community College will enhance its collection on the Mandan, Hidatsa, and Arikara nations as well as improve its general collection. A collaborative program with the Boys & Girls Club will orient youth 18 and younger to tribal-specific information available at the Ft. Berthold Library. And, a community analysis and needs assessment will provide guidance for the development of special youth library programs.",0,"Three Affiliated Tribes",2005,"Native American Library Services: Enhancement Grants",$139856,"Office of Library Services","New Town",ND
NG-03-05-0275-05,"A series of storytelling programs and training will create new services for community members and the general public. Live storytelling sessions and recordings of past expert storytellers will be offered at the Makah Cultural and Research Center. Storytellers will travel to schools in surrounding communities. Workshops will instruct interested individuals in the techniques of Makah storytelling. By providing these services, the Makah Cultural and Research Center will increase awareness of its library and archival collections. It will also create a larger group of skilled and captivating storytellers for tribal members and visitors and preserve important cultural values that are transmitted though stories and legends.",0,"Makah Indian Tribe",2005,"Native American Library Services: Enhancement Grants",$40000,"Office of Library Services","Neah Bay",WA
NG-03-05-0279-05,"This project is a cooperative effort between the Chilkoot Indian Association Tribal Government and the Haines Borough Public Library. The primary project goals include improving the efficiency, quality, and quantity of children's and youth services; expanding the mentor-based Dragonfly Project to provide community training in word processing, graphic design, film-making, security issues, and electronic file management; and, providing job training opportunities in library work for tribal members.",0,"Chilkoot Indian Association",2005,"Native American Library Services: Enhancement Grants",$149986,"Office of Library Services",Haines,AK
NG-03-04-0302-04,"The objectives for this project are to scan on to microfilm and digitize primary source material from the Dr. Rosita Worl collection and other documents from the 1960s and 1970s that are pertinent to the establishment of the North Slope Borough and to the Iñupiat culture and language. A full-text index will be generated and mounted on the Internet with links to the scanned images in PDF format. The project will enhance local skills in advanced archival techniques in the environment of a small, remote library by maintaining nationally recognized standards for access to digital collections.",0,"Arctic Slope Regional Corporation",2004,"Native American Library Services: Enhancement Grants",$149999,"Office of Library Services",Anchorage,AK
NG-03-04-0305-04,"This project will increase the Library's effectiveness in meeting community needs by enhancing children's reading activities through after-school and summer reading programs for K through 6 schoolchildren, family reading nights, and storytelling hours with tribal elders; and by increasing the availability of online information resources; upgrading cataloging software; and expanding library holdings in Native American history, culture, and literature.",0,"Fort Belknap Indian Community",2004,"Native American Library Services: Enhancement Grants",$149658,"Office of Library Services",Harlem,MT
NG-03-04-0327-04,"This collaborative project will enhance library services by sharing the resources of the Red Cliff Library, Red Cliff Even Start Program, and Red Cliff Language and Historic Preservation Office. It will increase the Library's hours and collections, expand academic and technological resources, and improve literacy enrichment programs and language and cultural preservation initiatives.",0,"Red Cliff Band of Lake Superior Chippewa",2004,"Native American Library Services: Enhancement Grants",$75824,"Office of Library Services",Bayfield,WI
NG-03-04-0303-04,"This project will establish a partnership between the Muscogee Nation Library and Archives and the Sam Noble Oklahoma Museum of Natural History for digitizing, transcribing, and preserving 27 oral history interviews from 1997 with tribal elders. Muscogee library staff will receive training on maintaining archival materials, creating electronic formats, and enhancing accessibility through Internet linkages. Muscogee staff will also learn to conduct oral history interviews with a goal of recording 25 new interviews with elders during this project.",0,"Muscogee Creek Nation",2004,"Native American Library Services: Enhancement Grants",$129562,"Office of Library Services",Okmulgee,OK
NG-03-04-0318-04,"This project will be a collaborative effort among the Sitka Tribal Library, the Kettleson Memorial Public Library, Sheldon Jackson College Library, Sitka Historical Society, Isabella Miller Museum, and Sitka National Historical Park. This consortium will work to survey, preserve, and digitize the photograph collection donated by Romaine Hardcastle, which spans Sitka tribal history from the 1920s through 1960s, as well as to document the photographs by interviewing tribal members who can identify the people and artwork in the collection.",0,"Sitka Tribe of Alaska (IRA)",2004,"Native American Library Services: Enhancement Grants",$104920,"Office of Library Services",Sitka,AK
NG-03-04-0328-04,"This project will continue the partnership with Humboldt County to provide expanded library services to the Kim Yerton Memorial Library. In support of this partnership, the library plans to improve reading and study space; increase circulation, computer/Internet usage, and Internet services; and promote community outreach.",0,"Hoopa Valley Tribe",2004,"Native American Library Services: Enhancement Grants",$145164,"Office of Library Services",Hoopa,CA
NG-03-04-0316-04,"This project will expand the Library's services by increasing its technological capabilities; enhancing literacy programs of both its school-aged and elderly populations through elder/grandchild reading programs, tutoring in remedial reading, and reading incentive programs for summer youth workers; and digitizing documents for the tribal language program as well as expanding the tribe's digital archives initiative to include a Tribal Constitution project that will involve at-risk youth in the preservation of their community's culture.",0,"Santa Clara Pueblo",2004,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services",Espanola,NM
NG-03-04-0301-04,"The goals of this project are to strengthen the Jemez Library Consortium by sharing library resources and coordinating literacy programs with five local schools; to enhance reading skills of community members of all ages by providing family literacy programs, after-school tutoring, reading clubs and Summer Reading; to increase computer literacy and access to information for all community members; and to contribute to the preservation of the Jemez language and culture by providing programs on traditional arts, storytelling, and genealogy.",0,"Pueblo of Jemez",2004,"Native American Library Services: Enhancement Grants",$146626,"Office of Library Services","Jemez Pueblo",NM
NG-03-04-0312-04,"This project will support the continuing mission of the Tigua Literacy Program to introduce middle and high school students to strategies for success on standardized tests through peer mentoring and test simulations; by building and promoting a collection of biographies and children's nonfiction titles for Grades K through 8; and by continuing to enhance computer literacy among tribal members.",0,"Ysleta Del Sur Pueblo",2004,"Native American Library Services: Enhancement Grants",$126490,"Office of Library Services","El Paso",TX
NG-03-04-0290-04,,0,"Cheyenne River Sioux Tribe",2004,"Native American Library Services: Enhancement Grants",$21585,"Office of Library Services","Eagle Butte",SD
NG-03-04-0317-04,"This project will be a collaborative effort between the Warm Springs Community Library and the Warm Springs Community Action Team to hire a full-time librarian, increase hours of library operation, coordinate library programs and activities, increase collections, and institute a cataloging and automation system. The Library and Community Action Team will initiate a community outreach program to familiarize the community with the local library, implement a community assessment survey, and coordinate community volunteers for library programs.",0,"Confederated Tribes of Warm Springs Reservation of Oregon",2004,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Warm Springs",OR
NG-03-04-0314-04,"This project will enhance literacy within the Lummi community by hosting holiday literacy events for both children and adults; creating and distributing themed literacy kits to parents, daycare centers, Head Start, and Tribal School students; sponsoring summer reading programs that highlight Native American culture and cultural diversity; and purchasing full-text databases, books, videos, and computer equipment.",0,"Lummi Nation",2004,"Native American Library Services: Enhancement Grants",$127394,"Office of Library Services",Bellingham,WA
NG-03-04-0326-04,"This project will provide for a bookmobile operator and a children's program coordinator as well as collection development for the bookmobile and main library children's and adult collections.",0,"Pueblo of Zuni",2004,"Native American Library Services: Enhancement Grants",$96321,"Office of Library Services",Zuni,NM
NG-03-04-0295-04,"This project will support the development of an electronic catalog for the Miami Tribal Archives; the enhancement of the library/archives Web site with information of interest to Miami tribal members nationwide; and the improvement of the CHARLIE (Connecting Help and Resources Linking Indians Effectively) Library Network that serves northeast Oklahoma tribes by providing a traveling librarian to mentor and train CHARLIE librarians, implementing interlibrary loan services among the eight CHARLIE sites and expanding the Roots and Wings program, which distributes books to young tribal members.",0,"Miami Tribe of Oklahoma",2004,"Native American Library Services: Enhancement Grants",$146510,"Office of Library Services",Miami,OK
NG-03-03-0263-03,"This project will connect three Tohono O'odham district libraries in a network with the tribal library, Venito Garcia Library and Archives.  A librarian consultant will work with all library staff as a facilitator, trainer and liaison.  Paraprofessional staff will receive comprehensive, on-site training in all aspects of library management.  An online catalog for each district library will be implemented to create a tribal inter-library loan system.",0,"Tohono O'odham Nation",2003,"Native American Library Services: Enhancement Grants",$143250,"Office of Library Services",Sells,AZ
NG-03-03-0283-03,"This project will increase the accessibility and use of the Little Priest Tribal College/Winnebago Public Library by increasing staff, providing more children's and youth programming and purchasing computers and digital equipment for a computer center in the new library.  A countywide library association will also be organized for mutual benefit and support.",0,"Winnebago Tribe of Nebraska",2003,"Native American Library Services: Enhancement Grants",$141541,"Office of Library Services",Winnebago,NE
NG-03-03-0269-03,"This project will support the re-opening of a community library by providing funding for staff and community-based programming as well as a 15-computer technology center with high-speed Internet access.",0,"Ohkay Owingeh Tribal Council",2003,"Native American Library Services: Enhancement Grants",$110486,"Office of Library Services","Ohkay Owingeh",NM
NG-03-03-0240-03,"his project will provide staff, furniture, library materials, computer equipment and Internet access to develop the Nooksack Indian Tribal Library and to improve information access and programming for local youth, adults and elders to promote lifelong learning and support efforts to maintain Nooksack language and culture.",0,"Nooksack Indian Tribe",2003,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services",Deming,WA
NG-03-03-0257-03,"This project will support library staffing; on-site staff and volunteer training; collection development; cataloging; and increased programming for all age groups at the new Tribal Education Division Library/Media Center in Grand Ronde.  Cooperative agreements will be established with other local and regional libraries.",0,"Confederated Tribes of the Grand Ronde Community of Oregon",2003,"Native American Library Services: Enhancement Grants",$117638,"Office of Library Services","Grand Ronde",OR
NG-03-03-0250-03,"The goal of this project is to create new audiences and to better serve existing library customers by digitizing and posting on the Internet a collection of 15,000 culturally significant photographs owned by Sealaska Corp., a Native corporation that serves the Tlingit, Haida and Tsimshian people of Southeast Alaska",0,"Sealaska Corporation",2003,"Native American Library Services: Enhancement Grants",$147639,"Office of Library Services",Juneau,AK
NG-03-03-0276-03,"This project will increase tribal library services by providing funds to hire full-time staff and to purchase library materials and computer equipment as well as to catalog the tribal library collection, which will be housed in the new HUD-funded Tribal Education and Library building.",0,"Torres-Martinez Desert Cahuilla Tribe",2003,"Native American Library Services: Enhancement Grants",$149160,"Office of Library Services",Thermal,CA
NG-03-03-0261-03,"This project will build on a previous IMLS project that helped create the Ojibwa Community Library at the tribal community college.  It will support continued professional library staff and collection development-particularly Native American resources-and children's programming in order to increase access and services for community members and will help foster partnerships with other tribal college libraries and regional library consortia.",0,"Keweenaw Bay Indian Community",2003,"Native American Library Services: Enhancement Grants",$136549,"Office of Library Services",Baraga,MI
NG-03-03-0242-03,"This project is a cooperative effort between the Chilkoot Indian Association Tribal Government and the Haines Borough Public Library to improve the efficiency, quality and quantity of children's and youth services.  The technology awareness program, The Dragonfly Project, will be expanded to include training in the use of graphic design, digital and video technologies and will continue to teach youth mentors the skills needed to train adults in the basic use of computer technologies.",0,"Chilkoot Indian Association",2003,"Native American Library Services: Enhancement Grants",$142922,"Office of Library Services",Haines,AK
NG-03-03-0255-03,"This project will allow the Ysleta de Sur Pueblo Education/Library Center to establish the Tigua Literacy Program with the following goals:  to serve as a resource for middle and high school students for preparation for standardized testing; to increase the collection of juvenile fiction holdings; to increase computer literacy among tribal members; and to establish a tribal archive.",0,"Ysleta Del Sur Pueblo",2003,"Native American Library Services: Enhancement Grants",$87083,"Office of Library Services","El Paso",TX
NG-03-03-0258-03,"This project will provide for increased staffing, infrastructure, collections and programming at the AA' Alvikat Library.  It will also develop a network linking San Diego County tribal librarians through virtual e-conferences on a regular basis and will result in a handbook of best practices for developing and maintaining a tribal library while allowing for local variations.",0,"Pauma Band of Mission Indians",2003,"Native American Library Services: Enhancement Grants",$128046,"Office of Library Services","Pauma Valley",CA
NG-03-03-0267-03,"This project is a partnership between the Colville Tribal Resource Center, which operates a main library and two small information outlets, and the Learning Access Institute with the goal of creating a fully automated integrated library system.  This project will also expand digital access to local and remote collections by establishing direct electronic linkages with other nearby libraries to increase resource sharing.",0,"Colville Confederated Tribes",2003,"Native American Library Services: Enhancement Grants",$127153,"Office of Library Services",Nespelem,WA
NG-03-03-0252-03,"This project will assist in establishing and staffing a cultural resource center at the tribal community college under the auspices of the Lac Courte Oreilles Library and will provide for the discovery, examination, preservation and transmittal of knowledge about the Lac Courte Oreilles community for future generations.",0,"Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin",2003,"Native American Library Services: Enhancement Grants",$149533,"Office of Library Services",Hayward,WI
LE-00-01-0017-01,,0,"Confederated Salish and Kootenai Tribes",2002,"Native American Library Services: Enhancement Grants",$107508,"Office of Library Services",Pablo,MT
NG-03-02-0274-02,"This two-year project will digitize the microfilm of the ""Tundra Times"" newspaper, 1962-1997, create a full text index to the articles with links to the scanned newspaper images, provide the ""Alaska Periodicals Index"" with 3000 indexing records and develop local talent in advanced library technology issues.",0,"Arctic Slope Regional Corporation",2002,"Native American Library Services: Enhancement Grants",$149964,"Office of Library Services",Anchorage,AK
NG-03-02-0260-02,"This two-year project will offer literacy programs for community members of various ages; provide tutoring sessions for elementary to college students; and continue the Jemez Library Consortium which supports technology programs including curriculum based computer classes for teachers, basic and advanced computer classes for community members and development of a distance learning program.",0,"Pueblo of Jemez",2002,"Native American Library Services: Enhancement Grants",$141646,"Office of Library Services","Jemez Pueblo",NM
LE-00-01-0022-01,,0,"Miami Tribe of Oklahoma",2002,"Native American Library Services: Enhancement Grants",$124314,"Office of Library Services",Miami,OK
NG-03-02-0272-02,"This two-year project will improve Internet access and distance education opportunities; provide technology training to seniors and Head Start students; establish a web-based newsletter; provide multigenerational literacy programs; support a tribal language center and expand a tribal digital archives initiative.",0,"Santa Clara Pueblo",2002,"Native American Library Services: Enhancement Grants",$141532,"Office of Library Services",Espanola,NM
