"Log Number",Description,"Supplement Indicator",Institution,"Fiscal Year",Program,"Federal Funds","Funding Office",City,State
NG-05-09-0134-09,,0,"Hopi Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Kykotsmovi,AZ
NG-05-09-0173-09,,0,"Keweenaw Bay Indian Community",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Baraga,MI
NG-05-09-0070-09,,0,"Confederated Tribes of the Umatilla Indian Reservation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Pendleton,OR
NG-05-09-0084-09,,0,"Cuyapaipe Reservation",2009,"Native American Library Services: Basic Grants",$12000,"Office of Library Services",Alpine,CA
NG-05-09-0183-09,,0,"Yakutat Tlingit Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Yakutat,AK
NG-05-09-0015-09,,0,"Chilkoot Indian Association",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Haines,AK
NG-05-09-0104-09,,0,"Thlopthlocco Tribal Town",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Okemah,OK
NG-05-09-0197-09,,0,"Native Village of Cantwell",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cantwell,AK
NG-05-09-0105-09,,0,"Fort Belknap Indian Community",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Harlem,MT
NG-05-09-0161-09,,0,"Holy Cross Village Council, Holy Cross Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Holy Cross",AK
NG-01-09-0097-09,,0,"Hoh Tribe",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Forks,WA
NG-05-09-0063-09,,0,"Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Hayward,WI
NG-05-09-0035-09,,0,"Seneca Nation of Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Salamanca,NY
NG-05-09-0117-09,,0,"Shageluk Native Village (IRA)",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Shageluk,AK
NG-05-09-0122-09,,0,"Mashantucket Pequot Tribal Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Mashantucket,CT
NG-05-09-0180-09,,0,"Pueblo of Zia",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","San Ysidro",NM
NG-01-09-0188-09,,0,"Lac Vieux Desert Band of Lake Superior Chippewa Indians",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Watersmeet,MI
NG-05-09-0024-09,,0,"Ione Band of Miwok Indians of California",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Plymouth,CA
NG-05-09-0065-09,,0,"Pueblo of Jemez",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Jemez Pueblo",NM
NG-05-09-0032-09,,0,"Kaw Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Kaw City",OK
NG-05-09-0199-09,,0,"Manzanita Band of Mission Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Boulevard,CA
NG-01-09-0101-09,,0,"Wrangell Cooperative Association",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Wrangell,AK
NG-05-09-0053-09,,0,"Native Village of Eyak",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cordova,AK
NG-05-09-0159-09,,0,"Suquamish Indian Tribe of the Port Madison Reservation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Suquamish,WA
NG-05-09-0072-09,,0,"Samish Indian Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Anacortes,WA
NG-05-09-0102-09,,0,"Wiyot Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Loleta,CA
NG-05-09-0069-09,,0,"Native Village of Nanwalek",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Nanwalek,AK
NG-05-09-0136-09,,0,"Nottawaseppi Huron Band of Potawatomi",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Fulton,MI
NG-05-09-0009-09,,0,"Confederated Tribes and Bands of the Yakama Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Toppenish,WA
NG-05-09-0019-09,,0,"Dry Creek Rancheria Band of Pomo Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Santa Rosa",CA
NG-01-09-0193-09,,0,"Ahtna Incorporated",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Glennallen,AK
NG-05-09-0046-09,,0,"Fort Sill Apache Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Apache,OK
NG-05-09-0179-09,,0,"Oglala Sioux Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Pine Ridge",SD
NG-01-09-0066-09,,0,"Elk Valley Rancheria",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Crescent City",CA
NG-05-09-0030-09,,0,"Miami Tribe of Oklahoma",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Miami,OK
NG-05-09-0051-09,,0,"Chemehuevi Indian Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Havasu Lake",CA
NG-01-09-0071-09,,0,"Native Village of Napaimute",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Bethel,AK
NG-05-09-0013-09,,0,"Bad River Band of Lake Superior Tribe of Chippewa Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Odanah,WI
NG-05-09-0057-09,,0,"Santee Sioux Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Niobrara,NE
NG-05-09-0064-09,,0,"Pueblo of Laguna",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Laguna,NM
NG-05-09-0142-09,,0,"Big Valley Band of Pomo Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Lakeport,CA
NG-05-09-0130-09,,0,"Seminole Nation of Oklahoma",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wewoka,OK
NG-01-09-0184-09,,0,"Blue Lake Rancheria",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Blue Lake",CA
NG-05-09-0018-09,,0,"Northwestern Band of the Shoshone Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Brigham City",UT
NG-05-09-0001-09,,0,"Confederated Salish and Kootenai Tribes",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Pablo,MT
NG-05-09-0031-09,,0,"Petersburg Indian Association",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Petersburg,AK
NG-05-09-0059-09,,0,"Alabama-Coushatta Tribe of Texas",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Livingston,TX
NG-05-09-0109-09,,0,"Nenana Native Association",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Nenana,AK
NG-05-09-0174-09,,0,"Village of Aniak",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Aniak,AK
NG-05-09-0021-09,,0,"Fort McDowell Yavapai Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Fort McDowell",AZ
NG-01-09-0129-09,,0,"Cow Creek Band of Umpqua Tribe of Indians",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Roseburg,OR
NG-05-09-0110-09,,0,"Naknek Native Village",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Naknek,AK
NG-05-09-0078-09,,0,"Bear River Band of Rohnerville Rancheria",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Loleta,CA
NG-01-09-0094-09,,0,"Guidiville Indian Rancheria",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Talmage,CA
NG-05-09-0049-09,,0,"Wyandotte Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wyandotte,OK
NG-05-09-0164-09,,0,"Northern Cheyenne Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Lame Deer",MT
NG-05-09-0036-09,,0,"Stockbridge-Munsee Community",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Bowler,WI
NG-05-09-0048-09,,0,"Citizen Potawatomi Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Shawnee,OK
NG-05-09-0050-09,,0,"Spirit Lake Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Fort Totten",ND
NG-05-09-0062-09,,0,"Comanche Indian Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Lawton,OK
NG-05-09-0080-09,,0,"Shoalwater Bay Indian Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Tokeland,WA
NG-05-09-0011-09,,0,"Northfork Rancheria Mono Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","North Fork",CA
NG-05-09-0003-09,,0,"Confederated Tribes of the Goshute Res.",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ibapah,UT
NG-05-09-0026-09,,0,"Yerington Paiute Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Yerington,NV
NG-01-09-0092-09,,0,"Delaware Nation",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Anadarko,OK
NG-05-09-0112-09,,0,"Cabazon Band of Mission Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Indio,CA
NG-05-09-0060-09,,0,"Chippewa Cree Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Box Elder",MT
NG-05-09-0077-09,,0,"Curyung Tribal Council",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Dillingham,AK
NG-05-09-0005-09,,0,"Pueblo of Pojoaque",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Santa Fe",NM
NG-01-09-0185-09,,0,"Barona Band of Mission Indians",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Lakeside,CA
NG-05-09-0037-09,,0,"Chilkat Indian Village",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Haines,AK
NG-05-09-0042-09,,0,"Tolowa Dee-ni Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Smith River",CA
NG-05-09-0133-09,,0,"Makah Indian Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Neah Bay",WA
NG-05-09-0008-09,,0,"Eastern Shawnee Tribe of Oklahoma",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wyandotte,OK
NG-05-09-0198-09,,0,"Pribilof Islands/St. George Island",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","St. George",AK
NG-05-09-0086-09,,0,"Wampanoag Tribe of Gay Head",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Aquinnah,MA
NG-05-09-0038-09,,0,"Coyote Valley Band of Pomo Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Redwood Valley",CA
NG-05-09-0172-09,,0,"Igiugig Village",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Igiugig,AK
NG-05-09-0089-09,,0,"Confederated Tribes of the Grand Ronde Community of Oregon",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Grand Ronde",OR
NG-01-09-0085-09,,0,"Aroostook Band Micmacs",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Presque Isle",ME
NG-01-09-0165-09,,0,"Port Gamble S'Klallam Tribe",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Kingston,WA
NG-05-09-0056-09,,0,"Little Traverse Bay Bands of Odawa Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Harbor Springs",MI
NG-05-09-0144-09,,0,"Traditional Village of Togiak",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Togiak,AK
NG-05-09-0157-09,,0,"Yankton Sioux Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wagner,SD
NG-05-09-0195-09,,0,"Nooksack Indian Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Deming,WA
NG-01-09-0120-09,,0,"Swinomish Indian Tribal Community",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","La Conner",WA
NG-05-09-0012-09,,0,"Winnebago Tribe of Nebraska",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Winnebago,NE
NG-05-09-0113-09,,0,"Fallon Paiute-Shoshone Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Fallon,NV
NG-01-09-0189-09,,0,"Menominee Indian Tribe of Wisconsin",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Keshena,WI
NG-05-09-0158-09,,0,"Fort Peck Assiniboine and Sioux Tribes",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Poplar,MT
NG-05-09-0160-09,,0,"Hoopa Valley Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Hoopa,CA
NG-05-09-0140-09,,0,"Pawnee Nation of Oklahoma",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Pawnee,OK
NG-05-09-0152-09,,0,"Cheyenne-Arapaho Tribes of Oklahoma",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Concho,OK
NG-05-09-0121-09,,0,"Pala Band of Mission Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Pala,CA
NG-01-09-0103-09,,0,"Ponca Tribe of Nebraska",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Niobrara,NE
NG-01-09-0093-09,,0,"Elem Indian Colony of Pomo Indians of Sulphur Bank Rancheria",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Clearlake Oaks",CA
NG-05-09-0114-09,,0,"Santa Clara Pueblo",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Espanola,NM
NG-05-09-0177-09,,0,"Native Village of Afognak",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Kodiak,AK
NG-05-09-0135-09,,0,"Federated Indians of Graton Rancheria",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Rohnert Park",CA
NG-05-09-0058-09,,0,"Ute Mountain Ute Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Towaoc,CO
NG-05-09-0081-09,,0,"Eastern Band of Cherokee Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cherokee,NC
NG-05-09-0124-09,,0,"Huna Totem Corporation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Juneau,AK
NG-05-09-0141-09,,0,"Saginaw Chippewa Indian Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Mount Pleasant",MI
NG-05-09-0151-09,,0,"Quinault Indian Nation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Taholah,WA
NG-05-09-0168-09,,0,"Ely Shoshone Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ely,NV
NG-05-09-0118-09,,0,"Nikolai Edzeno Village Council",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Nikolai,AK
NG-05-09-0171-09,,0,"Mechoopda Indian Tribe of Chico Rancheria",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Chico,CA
NG-05-09-0067-09,,0,"Jamestown S'Klallam Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Sequim,WA
NG-05-09-0154-09,,0,"Pueblo of Zuni",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Zuni,NM
NG-01-09-0095-09,,0,"Karuk Tribe",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Happy Camp",CA
NG-05-09-0083-09,,0,"Confederated Tribes of Siletz",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Siletz,OR
NG-05-09-0169-09,,0,"Sealaska Corporation",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Juneau,AK
NG-01-09-0190-09,,0,"Peoria Tribe of Indians of Oklahoma",2009,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Miami,OK
NG-05-09-0041-09,,0,"Reno-Sparks Indian Colony",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Reno,NV
NG-05-09-0167-09,,0,"Standing Rock Sioux Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Fort Yates",ND
NG-05-09-0044-09,,0,"Skokomish Indian Tribe",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Skokomish Nation",WA
NG-05-09-0127-09,,0,"Picayune Rancheria of the Chukchansi Indians",2009,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Coarsegold,CA
NG-05-08-0079-08,,0,"Spirit Lake Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Fort Totten",ND
NG-05-08-0032-08,,0,"Hannahville Indian Community",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wilson,MI
NG-05-08-0057-08,,0,"Walker River Paiute Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Schurz,NV
NG-05-08-0099-08,,0,"Cuyapaipe Reservation",2008,"Native American Library Services: Basic Grants",$12000,"Office of Library Services",Alpine,CA
NG-05-08-0078-08,,0,"Aleut Community of St. Paul Island",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Saint Paul Island",AK
NG-05-08-0092-08,,0,"Native Village of Afognak",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Kodiak,AK
NG-05-08-0046-08,,0,"Alabama-Coushatta Tribe of Texas",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Livingston,TX
NG-05-08-0075-08,,0,"Stillaguamish Tribe of Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Arlington,WA
NG-05-08-0093-08,,0,"Wiyot Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Loleta,CA
NG-05-08-0122-08,,0,"Huna Totem Corporation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Juneau,AK
NG-05-08-0143-08,,0,"Fort Peck Assiniboine and Sioux Tribes",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Poplar,MT
NG-05-08-0091-08,,0,"Spokane Tribe of Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wellpinit,WA
NG-05-08-0117-08,,0,"Native Village of Cantwell",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cantwell,AK
NG-05-08-0125-08,,0,"Poarch Band of Creek Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Atmore,AL
NG-05-08-0029-08,,0,"Cocopah Indian Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Somerton,AZ
NG-05-08-0048-08,,0,"Caddo Indian Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Binger,OK
NG-05-08-0141-08,,0,"Quapaw Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Quapaw,OK
NG-05-08-0039-08,,0,"Fallon Paiute-Shoshone Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Fallon,NV
NG-05-08-0012-08,,0,"Shawnee Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Miami,OK
NG-05-08-0120-08,,0,"Confederated Tribes and Bands of the Yakama Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Toppenish,WA
NG-01-08-0145-08,,0,"Native Village of Eagle",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Eagle,AK
NG-05-08-0044-08,,0,"Native Village of Nanwalek",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Nanwalek,AK
NG-05-08-0084-08,,0,"Village of Aniak",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Aniak,AK
NG-05-08-0173-08,,0,"Bishop Indian Tribal Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Bishop,CA
NG-05-08-0023-08,,0,"Keweenaw Bay Indian Community",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Baraga,MI
NG-01-08-0174-08,,0,"Asa'carsarmiut Tribal Council",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Mountain Village",AK
NG-05-08-0104-08,,0,"Yankton Sioux Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wagner,SD
NG-05-08-0101-08,,0,"Pit River Tribe of Californina",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Burney,CA
NG-05-08-0134-08,,0,"Mashantucket Pequot Tribal Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Mashantucket,CT
NG-05-08-0202-08,,0,"Cheyenne-Arapaho Tribes of Oklahoma",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Concho,OK
NG-05-08-0066-08,,0,"Sitka Tribe of Alaska (IRA)",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Sitka,AK
NG-01-08-0146-08,,0,"Native Village of Napaimute",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Bethel,AK
NG-05-08-0132-08,,0,"Muscogee Creek Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Okmulgee,OK
NG-05-08-0193-08,,0,"Native Village of Ouzinkie",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ouzinkie,AK
NG-05-08-0201-08,,0,"Oglala Sioux Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Pine Ridge",SD
NG-01-08-0169-08,,0,"Guidiville Indian Rancheria",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Talmage,CA
NG-05-08-0020-08,,0,"Confederated Tribes of Warm Springs Reservation of Oregon",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Warm Springs",OR
NG-05-08-0027-08,,0,"Colorado River Indian Tribes",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Parker,AZ
NG-05-08-0059-08,,0,"United Keetoowah Band of Cherokee Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Tahlequah,OK
NG-05-08-0085-08,,0,"Tuolumne Band of Me-Wuk Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Tuolumne,CA
NG-05-08-0088-08,,0,"Holy Cross Village Council, Holy Cross Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Holy Cross",AK
NG-05-08-0089-08,,0,"Turtle Mountain Band of Chippewa Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Belcourt,ND
NG-05-08-0106-08,,0,"Kenaitze Indian Tribe, IRA",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Kenai,AK
NG-05-08-0087-08,,0,"Grayling IRA Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Grayling,AK
NG-05-08-0126-08,,0,"Pinoleville Pomo Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ukiah,CA
NG-05-08-0063-08,,0,"Torres-Martinez Desert Cahuilla Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Thermal,CA
NG-05-08-0178-08,,0,"Anvik Traditional Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Anvik,AK
NG-05-08-0045-08,,0,"Organized Village of Kasaan (IRA)",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ketchikan,AK
NG-05-08-0194-08,,0,"Tatitlek Village IRA Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Tatitlek,AK
NG-05-08-0195-08,,0,"Pueblo of Jemez",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Jemez Pueblo",NM
NG-01-08-0171-08,,0,"Cow Creek Band of Umpqua Tribe of Indians",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Roseburg,OR
NG-05-08-0094-08,,0,"Nenana Native Association",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Nenana,AK
NG-05-08-0090-08,,0,"Northway Village Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Northway,AK
NG-05-08-0058-08,,0,"Ute Mountain Ute Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Towaoc,CO
NG-05-08-0119-08,,0,"McGrath Native Village",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",McGrath,AK
NG-05-08-0133-08,,0,"Mechoopda Indian Tribe of Chico Rancheria",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Chico,CA
NG-01-08-0180-08,,0,"Ponca Tribe of Nebraska",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Niobrara,NE
NG-05-08-0140-08,,0,"Pokagon Band of Potawatomi",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Dowagiac,MI
NG-05-08-0069-08,,0,"Sault Sainte Marie Tribe of Chippewa Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Sault Sainte Marie",MI
NG-05-08-0018-08,,0,"Crow Tribe of Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Crow Agency",MT
NG-05-08-0022-08,,0,"Kickapoo Tribe of Indians of the Kickapoo Reservation in Kansas",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Horton,KS
NG-05-08-0123-08,,0,"Oneida Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Green Bay",WI
NG-01-08-0170-08,,0,"Coquille Indian Tribe",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","North Bend",OR
NG-05-08-0080-08,,0,"Santa Clara Pueblo",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Espanola,NM
NG-01-08-0006-08,,0,"Hoopa Valley Tribe",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Hoopa,CA
NG-01-08-0158-08,,0,"Saginaw Chippewa Indian Tribe",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Mount Pleasant",MI
NG-01-08-0166-08,,0,"Manzanita Band of Mission Indians",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Boulevard,CA
NG-01-08-0157-08,,0,"Nottawaseppi Huron Band of Potawatomi",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Fulton,MI
NG-05-08-0036-08,,0,"Duckwater Shoshone Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Duckwater,NV
NG-05-08-0040-08,,0,"Federated Indians of Graton Rancheria",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Rohnert Park",CA
NG-05-08-0100-08,,0,"Cher-Ae Heights Indian Community of the Trinidad Rancheria",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Trinidad,CA
NG-05-08-0198-08,,0,"Eastern Shoshone Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Fort Washakie",WY
NG-05-08-0025-08,,0,"Confederated Salish and Kootenai Tribes",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Pablo,MT
NG-01-08-0163-08,,0,"Osage Nation",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Pawhuska,OK
NG-05-08-0186-08,,0,"Confederated Tribes of Coos, et.al",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Coos Bay",OR
NG-05-08-0010-08,,0,"Igiugig Village",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Igiugig,AK
